gene_id,best_BLAST_hit,eval,pannzer_description,pannzer_gene_name,molecular_function,biological_processes,cellular_component
Hsym|HyS0027.72,XP_012558996.1_PREDICTED:_RRP12-like_protein_[Hydra_vulgaris],0,Ribosomal_RNA_processing_12_homolog,RRP12,NA,NA,nucleolus
Hsym|HyS0027.73,XP_015775783.1_PREDICTED:_uncharacterized_protein_LOC107353906_[Acropora_digitifera],5.50E-151,Regulator_of_G-protein_signaling_22,NA,NA,NA,NA
Hsym|HyS0027.74,XP_012560454.1_PREDICTED:_suppressor_of_fused_homolog_[Hydra_vulgaris],7.70E-159,Suppressor_of_fused,SUFU,transcription_factor_binding,negative_regulation_of_smoothened_signaling_pathway,Hedgehog_signaling_complex
Hsym|HyS0027.75,XP_004210487.1_PREDICTED:_biorientation_of_chromosomes_in_cell_division_protein_1-like_[Hydra_vulgaris],9.70E-23,NA,NA,NA,NA,NA
Hsym|HyS0027.76,XP_012558997.1_PREDICTED:_LOW_QUALITY_PROTEIN:_very-long-chain_enoyl-CoA_reductase-like_[Hydra_vulgaris],1.10E-124,Very-long-chain_enoyl-CoA_reductase,NA,"oxidoreductase_activity,_acting_on_the_CH-CH_group_of_donors",lipid_metabolic_process,integral_component_of_membrane
Hsym|HyS0027.77,XP_004211445.2_PREDICTED:_bromodomain-containing_protein_8-like_[Hydra_vulgaris],1.80E-106,Bromodomain-containing_protein_8,BRD8,NA,hematopoietic_progenitor_cell_differentiation,Swr1_complex
Hsym|HyS0027.78,XP_012562423.1_PREDICTED:_uncharacterized_protein_LOC105847406_[Hydra_vulgaris],2.00E-168,Mannose-binding_lectin_associated_serine_protease,NA,serine-type_endopeptidase_activity,proteolysis,extracellular_region
Hsym|HyS0027.79,XP_012565958.1_PREDICTED:_uncharacterized_protein_LOC100213654_[Hydra_vulgaris],5.60E-51,DUF924_domain-containing_protein,NA,NA,NA,integral_component_of_membrane
Hsym|HyS0027.80,XP_002163154.3_PREDICTED:_tyrosine-protein_phosphatase_corkscrew-like_[Hydra_vulgaris],9.70E-201,Tyrosine-protein_phosphatase_non-receptor_type,PTPN13,protein_tyrosine_phosphatase_activity,peptidyl-tyrosine_dephosphorylation,cytoskeleton
Hsym|HyS0027.81,XP_012554793.1_PREDICTED:_protein_CMSS1-like_[Hydra_vulgaris],6.40E-40,"2-oxoisovalerate_dehydrogenase_subunit_beta,_mitochondrial",NA,catalytic_activity,NA,integral_component_of_membrane
Hsym|HyS0027.82,XP_019636987.1_PREDICTED:_SCO-spondin-like_[Branchiostoma_belcheri],7.60E-116,A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_3,NA,calcium_ion_binding,netrin-activated_signaling_pathway,basement_membrane
Hsym|HyS0027.83,XP_012554008.1_PREDICTED:_MCM_domain-containing_protein_2-like_[Hydra_vulgaris],2.80E-88,NA,NA,NA,NA,NA
Hsym|HyS0027.85,XP_015760014.1_PREDICTED:_uncharacterized_protein_C6orf118-like_[Acropora_digitifera],3.40E-37,NA,NA,NA,NA,NA
Hsym|HyS0027.86,XP_012562911.1_PREDICTED:_zinc_finger_protein_76-like_[Hydra_vulgaris],2.00E-05,Metal_regulatory_transcription_factor,NA,nucleic_acid_binding,cellular_response_to_zinc_ion,nucleus
Hsym|HyS0027.87,XP_002164239.2_PREDICTED:_TNF_receptor-associated_factor_4-like_[Hydra_vulgaris],1.70E-65,NA,NA,NA,NA,NA
Hsym|HyS0027.88,XP_012558838.1_PREDICTED:_ankyrin_repeat_domain-containing_protein_12-like_[Hydra_vulgaris],2.80E-44,NA,NA,NA,NA,NA
Hsym|HyS0027.89,XP_002157149.2_PREDICTED:_arylsulfatase_B-like_[Hydra_vulgaris],9.20E-167,Arylsulfatase_I,NA,sulfuric_ester_hydrolase_activity,positive_regulation_of_cell_cycle_G2/M_phase_transition,integral_component_of_membrane
Hsym|HyS0027.90,RMX56999.1_hypothetical_protein_pdam_00016150_[Pocillopora_damicornis],0,Arylsulfatase_B,NA,sulfuric_ester_hydrolase_activity,positive_regulation_of_cell_cycle_G2/M_phase_transition,integral_component_of_membrane
Hsym|HyS0027.91,XP_002155670.1_PREDICTED:_nucleolar_protein_16-like_[Hydra_vulgaris],1.50E-47,Nucleolar_protein_16,NOP16,NA,ribosomal_large_subunit_biogenesis,nucleolus
Hsym|HyS0027.92,XP_004206050.1_PREDICTED:_sequestosome-1-like_[Hydra_vulgaris],2.30E-37,Sequestosome-1,NA,zinc_ion_binding,mitophagy,amphisome
Hsym|HyS0027.93,XP_002155691.1_PREDICTED:_protein_RMD5_homolog_A-like_[Hydra_vulgaris],2.90E-141,Required_for_meiotic_nuclear_division_5_homolog_A,RMND5A,ubiquitin-protein_transferase_activity,proteasome-mediated_ubiquitin-dependent_protein_catabolic_process,ubiquitin_ligase_complex
Hsym|HyS0027.94,XP_002153921.3_PREDICTED:_ATP_synthase_mitochondrial_F1_complex_assembly_factor_1-like_[Hydra_vulgaris],6.90E-63,ATP_synthase_mitochondrial_F1_complex_assembly_factor_1_(Fragment),NA,NA,protein-containing_complex_assembly,mitochondrion
Hsym|HyS0027.95,XP_018915889.1_PREDICTED:_ankyrin_repeat_domain-containing_protein_39_[Bemisia_tabaci],1.80E-28,Fibroblast_growth_factor_receptor,NA,fibroblast_growth_factor-activated_receptor_activity,fibroblast_growth_factor_receptor_signaling_pathway,proteasome_complex
Hsym|HyS0027.96,XP_012554585.1_PREDICTED:_glucoside_xylosyltransferase_2-like_[Hydra_vulgaris],2.60E-101,LOW_QUALITY_PROTEIN:_glucoside_xylosyltransferase_2,GXYLT2,"transferase_activity,_transferring_glycosyl_groups",O-glycan_processing,integral_component_of_membrane
Hsym|HyS0027.97,XP_002166465.1_PREDICTED:_neuroguidin-like_[Hydra_vulgaris],7.80E-70,Metallophosphoesterase_1,NA,"transferase_activity,_transferring_glycosyl_groups","maturation_of_SSU-rRNA_from_tricistronic_rRNA_transcript_(SSU-rRNA,_5.8S_rRNA,_LSU-rRNA)",small-subunit_processome
Hsym|HyS0027.98,XP_022780478.1_mediator_of_RNA_polymerase_II_transcription_subunit_16-like_[Stylophora_pistillata],6.20E-53,NA,NA,NA,NA,NA
Hsym|HyS0027.99,XP_012560973.1_PREDICTED:_transmembrane_anterior_posterior_transformation_protein_1_homolog_[Hydra_vulgaris],1.00E-175,Transmembrane_anterior_posterior_transformation_protein_1,NA,NA,positive_regulation_of_cilium_assembly,ciliary_basal_body
Hsym|HyS0027.100,XP_002164975.1_PREDICTED:_rho-related_BTB_domain-containing_protein_1-like_[Hydra_vulgaris],1.00E-170,Rho-related_BTB_domain-containing_protein_1,NA,GTPase_activity,small_GTPase_mediated_signal_transduction,cell_cortex
Hsym|HyS0027.101,XP_027051518.1_T-lymphoma_invasion_and_metastasis-inducing_protein_1-like_isoform_X1_[Pocillopora_damicornis],1.50E-189,T-lymphoma_invasion_and_metastasis-inducing_protein_1,NA,Rho_guanyl-nucleotide_exchange_factor_activity,regulation_of_Rho_protein_signal_transduction,NA
Hsym|HyS0027.102,XP_027037158.1_WD_and_tetratricopeptide_repeats_protein_1-like_[Pocillopora_damicornis],1.60E-187,WD_and_tetratricopeptide_repeats_protein_1,WDTC1,histone_deacetylase_binding,negative_regulation_of_fatty_acid_biosynthetic_process,cytosol
Hsym|HyS0027.103,XP_012562353.1_PREDICTED:_uncharacterized_protein_LOC101236525_[Hydra_vulgaris],3.80E-47,NA,NA,NA,NA,NA
Hsym|HyS0027.104,XP_012559445.1_PREDICTED:_uncharacterized_protein_LOC101235563_[Hydra_vulgaris],6.90E-25,NA,NA,NA,NA,NA
Hsym|HyS0027.105,XP_012555348.1_PREDICTED:_UDP-galactose_translocator-like_[Hydra_vulgaris],8.00E-121,UDP-galactose_translocator,SLC35A2,pyrimidine_nucleotide-sugar_transmembrane_transporter_activity,pyrimidine_nucleotide-sugar_transmembrane_transport,Golgi_membrane
Hsym|HyS0027.106,XP_002160089.3_PREDICTED:_uncharacterized_protein_LOC100207979_[Hydra_vulgaris],3.60E-143,tRNA_wybutosine-synthesizing_protein_5,NA,calcium_ion_binding,methylation,NA
Hsym|HyS0027.107,XP_012559682.1_PREDICTED:_uncharacterized_protein_LOC105845947_[Hydra_vulgaris],7.20E-09,NA,NA,NA,NA,NA
Hsym|HyS0027.108,XP_012558055.1_PREDICTED:_lysophosphatidic_acid_phosphatase_type_6-like_[Hydra_vulgaris],1.90E-82,"Acid_phosphatase_6,_lysophosphatidic",NA,NA,nucleosome_assembly,nucleus
Hsym|HyS0027.109,XP_012555366.1_PREDICTED:_midasin-like_[Hydra_vulgaris],0,Midasin_AAA_ATPase_1,MDN1,ATPase_activity,ribosomal_large_subunit_assembly,nucleus
Hsym|HyS0027.110,XP_012558497.1_PREDICTED:_proline_synthase_co-transcribed_bacterial_homolog_protein-like_isoform_X1_[Hydra_vulgaris],4.00E-72,Proline_synthase_co-transcribed_bacterial_homolog_protein_(Fragment),NA,pyridoxal_phosphate_binding,NA,NA
Hsym|HyS0027.111,XP_020630129.1_meiosis_inhibitor_protein_1-like_[Orbicella_faveolata],2.80E-31,NA,NA,NA,NA,NA
Hsym|HyS0027.112,XP_012559466.1_PREDICTED:_lanC-like_protein_3_[Hydra_vulgaris],1.20E-161,Lanthionine_synthetase_c_like_protein_1,LANCL3,catalytic_activity,ion_transmembrane_transport,plasma_membrane
Hsym|HyS0027.113,XP_012559466.1_PREDICTED:_lanC-like_protein_3_[Hydra_vulgaris],7.30E-135,Eukaryotic_translation_initiation_factor_3_subunit_G,NA,catalytic_activity,formation_of_cytoplasmic_translation_initiation_complex,plasma_membrane
Hsym|HyS0027.114,XP_002158453.1_PREDICTED:_uncharacterized_protein_LOC100204120_[Hydra_vulgaris],9.10E-29,NA,NA,NA,NA,NA
Hsym|HyS0027.115,XP_012556171.1_PREDICTED:_uncharacterized_protein_LOC101240025_[Hydra_vulgaris],2.50E-45,NA,NA,NA,NA,NA
Hsym|HyS0027.116,XP_012556171.1_PREDICTED:_uncharacterized_protein_LOC101240025_[Hydra_vulgaris],4.40E-12,NA,NA,NA,NA,NA
Hsym|HyS0027.119,XP_012565456.1_PREDICTED:_uncharacterized_protein_LOC100198017_[Hydra_vulgaris],3.70E-60,Plasma_membrane_calcium-transporting_ATPase_4,NA,DNA_binding,nucleosome_assembly,nucleosome
Hsym|HyS0027.120,XP_012565456.1_PREDICTED:_uncharacterized_protein_LOC100198017_[Hydra_vulgaris],9.70E-17,NA,NA,NA,NA,NA
Hsym|HyS0027.121,XP_014663493.1_PREDICTED:_uncharacterized_protein_LOC106806144_[Priapulus_caudatus],7.00E-68,NA,NA,NA,NA,NA
Hsym|HyS0027.122,XP_002154870.1_PREDICTED:_beta-secretase_2-like_[Hydra_vulgaris],8.10E-252,Beta-secretase_2,NA,aspartic-type_endopeptidase_activity,proteolysis,trans-Golgi_network
Hsym|HyS0027.123,XP_012558668.1_PREDICTED:_leishmanolysin-like_peptidase_[Hydra_vulgaris],2.80E-233,Leishmanolysin_like_peptidase,LMLN,metalloendopeptidase_activity,cell_adhesion,focal_adhesion
Hsym|HyS0027.125,XP_002163027.1_PREDICTED:_antistasin-like_[Hydra_vulgaris],5.70E-06,Antistasin,NA,serine-type_endopeptidase_inhibitor_activity,negative_regulation_of_endopeptidase_activity,extracellular_region
Hsym|HyS0027.126,XP_002164649.1_PREDICTED:_nuclear_transcription_factor_Y_subunit_gamma-like_[Hydra_vulgaris],1.60E-80,Nuclear_transcription_factor_Y_subunit_gamma,NFYC,protein_heterodimerization_activity,positive_regulation_of_transcription_by_RNA_polymerase_II,nucleus
Hsym|HyS0027.127,XP_022241145.1_zinc_finger_protein_260-like_isoform_X1_[Limulus_polyphemus],1.80E-16,THAP-type_domain-containing_protein,NA,DNA_binding,NA,NA
Hsym|HyS0027.128,XP_022789978.1_DDB1-_and_CUL4-associated_factor_6-like_[Stylophora_pistillata],3.50E-157,Nuclear_receptor_interaction_protein_(Fragment),DCAF6,nuclear_receptor_transcription_coactivator_activity,positive_regulation_of_transcription_by_RNA_polymerase_II,Cul4-RING_E3_ubiquitin_ligase_complex
Hsym|HyS0027.129,XP_004207739.2_PREDICTED:_proteasomal_ATPase-associated_factor_1-like_[Hydra_vulgaris],7.40E-68,Proteasomal_ATPase-associated_factor_1,NA,myosin_heavy_chain_kinase_activity,ribosome_biogenesis,PeBoW_complex
Hsym|HyS0027.130,XP_002157259.3_PREDICTED:_NADPH_oxidase_4-like_isoform_X1_[Hydra_vulgaris],4.90E-92,FAD-binding_FR-type_domain-containing_protein_(Fragment),NOX4,superoxide-generating_NADPH_oxidase_activity,superoxide_anion_generation,perinuclear_region_of_cytoplasm
Hsym|HyS0027.131,XP_002157259.3_PREDICTED:_NADPH_oxidase_4-like_isoform_X1_[Hydra_vulgaris],4.80E-122,NADPH_oxidase_4,NA,superoxide-generating_NADPH_oxidase_activity,superoxide_anion_generation,NADPH_oxidase_complex
Hsym|HyS0027.133,XP_002157259.3_PREDICTED:_NADPH_oxidase_4-like_isoform_X1_[Hydra_vulgaris],8.90E-12,NA,NA,NA,NA,NA
Hsym|HyS0027.134,XP_002157259.3_PREDICTED:_NADPH_oxidase_4-like_isoform_X1_[Hydra_vulgaris],1.80E-148,NADPH_oxidase_4,NOX4,superoxide-generating_NADPH_oxidase_activity,superoxide_anion_generation,perinuclear_region_of_cytoplasm
Hsym|HyS0027.135,XP_022789978.1_DDB1-_and_CUL4-associated_factor_6-like_[Stylophora_pistillata],9.20E-158,Nuclear_receptor_interaction_protein_(Fragment),DCAF6,nuclear_receptor_transcription_coactivator_activity,positive_regulation_of_transcription_by_RNA_polymerase_II,Cul4-RING_E3_ubiquitin_ligase_complex
Hsym|HyS0027.136,XP_004207739.2_PREDICTED:_proteasomal_ATPase-associated_factor_1-like_[Hydra_vulgaris],3.10E-66,proteasomal_ATPase-associated_factor_1,NA,myosin_heavy_chain_kinase_activity,ribosome_biogenesis,PeBoW_complex
Hsym|HyS0027.137,XP_002157259.3_PREDICTED:_NADPH_oxidase_4-like_isoform_X1_[Hydra_vulgaris],1.00E-111,FAD-binding_FR-type_domain-containing_protein_(Fragment),NOX4,superoxide-generating_NADPH_oxidase_activity,superoxide_anion_generation,perinuclear_region_of_cytoplasm
Hsym|HyS0027.138,XP_002157259.3_PREDICTED:_NADPH_oxidase_4-like_isoform_X1_[Hydra_vulgaris],1.30E-135,NADPH_oxidase_4,NA,superoxide-generating_NADPH_oxidase_activity,superoxide_anion_generation,NADPH_oxidase_complex
Hsym|HyS0027.139,XP_002157259.3_PREDICTED:_NADPH_oxidase_4-like_isoform_X1_[Hydra_vulgaris],2.10E-143,NADPH_oxidase_4,NA,superoxide-generating_NADPH_oxidase_activity,superoxide_anion_generation,integral_component_of_membrane
Hsym|HyS0027.140,XP_028397831.1_ATP-dependent_DNA_helicase_Q1-like_isoform_X2_[Dendronephthya_gigantea],5.70E-41,ATP-dependent_DNA_helicase_RecQ,NA,helicase_activity,DNA_duplex_unwinding,chromosome
Hsym|HyS0027.141,XP_028397831.1_ATP-dependent_DNA_helicase_Q1-like_isoform_X2_[Dendronephthya_gigantea],5.70E-41,ATP-dependent_DNA_helicase_RecQ,NA,helicase_activity,DNA_duplex_unwinding,chromosome
Hsym|HyS0027.142,XP_028397831.1_ATP-dependent_DNA_helicase_Q1-like_isoform_X2_[Dendronephthya_gigantea],5.70E-41,ATP-dependent_DNA_helicase_RecQ,NA,helicase_activity,DNA_duplex_unwinding,chromosome
Hsym|HyS0027.143,XP_002157259.3_PREDICTED:_NADPH_oxidase_4-like_isoform_X1_[Hydra_vulgaris],3.70E-149,NADPH_oxidase_4,NOX4,superoxide-generating_NADPH_oxidase_activity,superoxide_anion_generation,perinuclear_region_of_cytoplasm
Hsym|HyS0027.146,XP_012557557.1_PREDICTED:_STE20-like_serine/threonine-protein_kinase_[Hydra_vulgaris],2.40E-301,Serine/threonine-protein_kinase,NA,protein_serine/threonine_kinase_activity,protein_phosphorylation,cytoplasm
Hsym|HyS0027.148,XP_002157709.3_PREDICTED:_glutaredoxin-3-like_[Hydra_vulgaris],6.80E-115,Glutaredoxin-3,GLRX3,protein_disulfide_oxidoreductase_activity,cell_redox_homeostasis,cell
Hsym|HyS0027.149,XP_012559498.1_PREDICTED:_probable_cyclin-dependent_serine/threonine-protein_kinase_DDB_G0292550_[Hydra_vulgaris],1.80E-91,NA,NA,NA,NA,NA
Hsym|HyS0027.150,XP_004206788.2_PREDICTED:_low-density_lipoprotein_receptor-related_protein_2-like_isoform_X1_[Hydra_vulgaris],1.20E-137,NA,NA,NA,NA,NA
Hsym|HyS0027.151,XP_004206788.2_PREDICTED:_low-density_lipoprotein_receptor-related_protein_2-like_isoform_X1_[Hydra_vulgaris],1.50E-126,NA,NA,NA,NA,NA
Hsym|HyS0027.152,XP_004206788.2_PREDICTED:_low-density_lipoprotein_receptor-related_protein_2-like_isoform_X1_[Hydra_vulgaris],2.60E-154,WAP_kazal_immunoglobulin_kunitz_and_NTR,NA,serine-type_endopeptidase_inhibitor_activity,negative_regulation_of_endopeptidase_activity,extracellular_region
Hsym|HyS0027.156,XP_012557257.1_PREDICTED:_kinesin-II_85_kDa_subunit-like_[Hydra_vulgaris],5.40E-162,Centromere-associated_protein_E,NA,microtubule_motor_activity,microtubule-based_movement,microtubule
Hsym|HyS0027.157,XP_012557563.1_PREDICTED:_kinesin_heavy_chain_isoform_5C-like_[Hydra_vulgaris],6.40E-83,Kinesin_heavy_chain,NA,microtubule_motor_activity,microtubule-based_movement,microtubule
Hsym|HyS0027.158,"XP_001416774.1_predicted_protein,_partial_[Ostreococcus_lucimarinus_CCE9901]",9.20E-38,Metalloendopeptidase,NA,carbohydrate_binding,proteolysis,membrane
Hsym|HyS0027.159,XP_014280987.1_rhamnose-binding_lectin_[Halyomorpha_halys],2.60E-38,Metalloendopeptidase,NA,carbohydrate_binding,proteolysis,NA
Hsym|HyS0027.160,XP_020606902.1_uncharacterized_protein_LOC110045649_[Orbicella_faveolata],2.90E-26,NA,NA,NA,NA,NA
Hsym|HyS0027.161,XP_004207689.1_PREDICTED:_neurochondrin-like_[Hydra_vulgaris],4.10E-33,NA,NA,NA,NA,NA
Hsym|HyS0027.162,XP_012556274.1_PREDICTED:_5-hydroxytryptamine_receptor_1F-like_[Hydra_vulgaris],5.90E-54,NA,NA,NA,NA,NA
Hsym|HyS0027.163,XP_012553655.1_PREDICTED:_manganese-dependent_ADP-ribose/CDP-alcohol_diphosphatase-like_[Hydra_vulgaris],2.60E-89,Manganese-dependent_ADP-ribose/CDP-alcohol_diphosphatase,ADPRM,hydrolase_activity,nucleobase-containing_small_molecule_catabolic_process,cytosol
Hsym|HyS0027.164,XP_012556274.1_PREDICTED:_5-hydroxytryptamine_receptor_1F-like_[Hydra_vulgaris],1.80E-53,NA,NA,NA,NA,NA
Hsym|HyS0027.166,XP_002155300.2_PREDICTED:_uncharacterized_protein_LOC100204638_[Hydra_vulgaris],1.80E-58,NA,NA,NA,NA,NA
Hsym|HyS0027.167,XP_002163295.3_PREDICTED:_putative_pre-mRNA-splicing_factor_ATP-dependent_RNA_helicase_PRP1_[Hydra_vulgaris],0,Pre-mRNA-splicing_factor_ATP-dependent_RNA_helicase_PRP1,DHX15,helicase_activity,NA,NA
Hsym|HyS0027.168,XP_012555007.1_PREDICTED:_uncharacterized_protein_LOC101235455_[Hydra_vulgaris],9.70E-143,Cathepsin_O,CTSO,cysteine-type_peptidase_activity,proteolysis,lysosome
Hsym|HyS0027.169,XP_012554237.1_PREDICTED:_major_facilitator_superfamily_domain-containing_protein_10-like_[Hydra_vulgaris],8.70E-142,Membrane_transporter,MFSD10,transmembrane_transporter_activity,transmembrane_transport,integral_component_of_plasma_membrane
Hsym|HyS0027.171,XP_012554236.1_PREDICTED:_uncharacterized_protein_LOC105843424_[Hydra_vulgaris],8.90E-73,NA,NA,NA,NA,NA
Hsym|HyS0027.172,XP_002157999.3_PREDICTED:_uncharacterized_protein_LOC100206309_[Hydra_vulgaris],7.10E-263,Alpha-galactosidase,NA,NA,NA,NA
Hsym|HyS0027.173,XP_011433658.1_PREDICTED:_xaa-Pro_aminopeptidase_1_[Crassostrea_gigas],8.70E-209,X-prolyl_aminopeptidase,XPNPEP1,metalloaminopeptidase_activity,proteolysis,cytosol
Hsym|HyS0027.174,"XP_002167376.1_PREDICTED:_ATP_synthase_subunit_O,_mitochondrial-like_[Hydra_vulgaris]",1.20E-69,Mitochondrial_ATP_synthase_subunit_OSCP_subunit,NA,"proton-transporting_ATP_synthase_activity,_rotational_mechanism","energy_coupled_proton_transport,_down_electrochemical_gradient",membrane
Hsym|HyS0027.175,XP_012556948.1_PREDICTED:_cytochrome_b-245_heavy_chain-like_[Hydra_vulgaris],4.30E-239,predicted_NADPH_oxidase_2,NA,superoxide-generating_NADPH_oxidase_activity,superoxide_anion_generation,NADPH_oxidase_complex
Hsym|HyS0027.176,"XP_002167376.1_PREDICTED:_ATP_synthase_subunit_O,_mitochondrial-like_[Hydra_vulgaris]",1.30E-66,Mitochondrial_ATP_synthase_subunit_OSCP_subunit,NA,"proton-transporting_ATP_synthase_activity,_rotational_mechanism","energy_coupled_proton_transport,_down_electrochemical_gradient",membrane
Hsym|HyS0027.177,XP_002162612.1_PREDICTED:_sorting_nexin-12-like_[Hydra_vulgaris],4.50E-80,Putative_the_phosphoinositide_binding_phox_similarity_domain_of_sorting_nexin_3,NA,phosphatidylinositol_binding,negative_regulation_of_early_endosome_to_late_endosome_transport,early_endosome
Hsym|HyS0027.178,XP_012554391.1_PREDICTED:_unconventional_myosin-VI-like_[Hydra_vulgaris],0,Unconventional_myosin-VI,NA,actin_filament_binding,angioblast_cell_migration_from_lateral_mesoderm_to_midline,myosin_complex
Hsym|HyS0027.180,XP_020911659.1_P2X_purinoceptor_7-like_[Exaiptasia_pallida],4.40E-06,NA,NA,NA,NA,NA
Hsym|HyS0027.181,XP_016331534.1_PREDICTED:_uncharacterized_protein_LOC107680243_[Sinocyclocheilus_anshuiensis],8.90E-24,NA,NA,NA,NA,NA
Hsym|HyS0027.182,"AAO12213.1_serine_protease_1,_partial_[Aurelia_aurita]",5.80E-71,Chymotrypsinogen_2,NA,serine-type_endopeptidase_activity,proteolysis,membrane
Hsym|HyS0027.183,XP_019626135.1_PREDICTED:_uncharacterized_protein_LOC109471285_isoform_X7_[Branchiostoma_belcheri],2.20E-05,NA,NA,NA,NA,NA
Hsym|HyS0027.185,XP_015755783.1_PREDICTED:_uncharacterized_protein_LOC107335290_[Acropora_digitifera],1.60E-08,NA,NA,NA,NA,NA
Hsym|HyS0027.187,KXJ07940.1_hypothetical_protein_AC249_AIPGENE20895_[Exaiptasia_pallida],7.50E-213,Receptor-type_tyrosine-protein_phosphatase_F,NA,single-stranded_DNA_binding,double-strand_break_repair_via_homologous_recombination,DNA_replication_factor_A_complex
Hsym|HyS0027.188,XP_012562751.1_PREDICTED:_uncharacterized_protein_LOC105847614_isoform_X1_[Hydra_vulgaris],6.90E-33,NA,NA,NA,NA,NA
Hsym|HyS0027.189,XP_002161376.2_PREDICTED:_transcription_initiation_factor_TFIID_subunit_11-like_[Hydra_vulgaris],1.10E-49,Transcription_initiation_factor_TFIID_subunit,TAF11,protein_heterodimerization_activity,transcription_initiation_from_RNA_polymerase_II_promoter,nucleus
Hsym|HyS0027.190,XP_004205924.1_PREDICTED:_uncharacterized_protein_LOC101240044_[Hydra_vulgaris],1.70E-49,NA,NA,NA,NA,NA
Hsym|HyS0027.191,"XP_012560870.1_PREDICTED:_type_I_inositol_1,4,5-trisphosphate_5-phosphatase-like_[Hydra_vulgaris]",2.10E-107,Inositol_polyphosphate-5-phosphatase_A,NA,inositol-polyphosphate_5-phosphatase_activity,phosphatidylinositol_dephosphorylation,integral_component_of_membrane
Hsym|HyS0027.192,XP_002159244.1_PREDICTED:_ubiquitin_thioesterase_ZRANB1_[Hydra_vulgaris],1.30E-285,Zinc_finger_Ran-binding_domain-containing_protein_1,NA,metal_ion_binding,protein_deubiquitination_involved_in_ubiquitin-dependent_protein_catabolic_process,nucleus
Hsym|HyS0027.193,XP_020611063.1_small_nuclear_ribonucleoprotein_G-like_[Orbicella_faveolata],9.30E-28,Small_nuclear_ribonucleoprotein_G,NA,RNA_binding,spliceosomal_snRNP_assembly,spliceosomal_complex
